파바, 42, 153
가아, 86, 160
타라, 74, 159
타바, 42, 159
나라, 83, 172
다타, 60, 154
파카, 71, 184
차아, 51, 141
자마, 75, 185
사차, 57, 150
나나, 99, 150
라라, 70, 153
카카, 51, 165
사마, 45, 191
사차, 96, 152
마마, 79, 152
라라, 58, 159
마자, 70, 183
차파, 99, 173
다하, 55, 167
카카, 78, 190
카마, 48, 182
카나, 91, 170
타차, 75, 199
다라, 51, 185
다하, 42, 180
바나, 60, 158
사바, 92, 165
파타, 68, 166
바다, 52, 171
라파, 61, 155
타가, 57, 146
가다, 96, 177
카자, 79, 164
다사, 53, 181
아아, 61, 158
나바, 84, 144
라가, 83, 197
타가, 49, 182
다차, 89, 197
차가, 58, 163
사라, 98, 164
아바, 76, 157
파타, 99, 165
나마, 42, 153
파하, 92, 173
파타, 57, 183
라차, 67, 158
나카, 95, 151
바아, 84, 174
차하, 85, 156
카라, 93, 147
파아, 99, 194
다다, 70, 192
마사, 93, 183
하마, 83, 140
하하, 44, 145
가타, 41, 154
차파, 71, 160
카가, 49, 174
차자, 66, 178
파하, 58, 180
나다, 99, 193
파자, 41, 162
자나, 91, 190
바나, 40, 160
사아, 51, 157
자카, 74, 194
가바, 77, 196
사자, 53, 199
사나, 85, 151
마카, 76, 185
타자, 88, 152
바파, 97, 147
가사, 45, 185
사마, 67, 143
차나, 56, 184
파마, 59, 157
나나, 46, 153
라나, 60, 185
마사, 94, 171
카타, 94, 150
파라, 41, 175
사다, 75, 161
바마, 57, 183
아나, 72, 147
타사, 64, 197
차차, 95, 158
파파, 69, 154
자타, 60, 151
마나, 65, 145
차카, 96, 177
파다, 97, 182
사자, 74, 164
아가, 76, 181
라자, 86, 199
자차, 85, 179
가마, 54, 173
라라, 99, 180
가사, 77, 173
마타, 41, 167
라카, 41, 190
나타, 43, 177
바바, 58, 189
바나, 94, 198
바사, 89, 156
카바, 49, 141
차아, 89, 140
가바, 76, 170
다타, 64, 171
가차, 94, 147
나타, 46, 149
라카, 75, 188
카다, 85, 159
아마, 45, 192
마자, 45, 183
마마, 58, 175
자나, 54, 185
카바, 88, 159
자나, 54, 140
나나, 92, 183
라다, 44, 179
아마, 89, 157
라파, 56, 143
바바, 69, 183
차차, 83, 159
가다, 75, 184
카파, 79, 185
아라, 72, 151
아자, 53, 164
가가, 42, 141
아바, 62, 192
카나, 47, 157
라다, 67, 164
마사, 68, 173
파아, 51, 184
아자, 45, 144
타사, 68, 158
바타, 62, 178
사카, 96, 162
타나, 63, 158
파다, 85, 143
카가, 97, 149
카바, 84, 187
자파, 56, 172
차가, 99, 152
자하, 57, 152
라바, 57, 142
다하, 96, 153
아나, 80, 181
바다, 85, 195
다마, 61, 173
아카, 86, 196
하가, 81, 167
가나, 45, 190
바하, 68, 146
바라, 66, 166
아아, 57, 153
타자, 79, 153
가라, 56, 186
카가, 81, 170
다마, 41, 172
사파, 80, 186
타차, 63, 145
파자, 44, 178
사차, 89, 140
타하, 49, 185
자사, 61, 144
나차, 92, 149
사나, 82, 196
바아, 75, 149
라아, 76, 181
자가, 56, 150
라자, 98, 197
라하, 96, 190
타나, 93, 160
카다, 85, 176
마라, 98, 185
하가, 43, 189
파라, 97, 196
아나, 57, 176
다마, 61, 140
라차, 64, 154
카다, 91, 172
사사, 71, 177
나아, 93, 195
자타, 48, 144
파차, 73, 148
카차, 94, 197
바마, 82, 171
카마, 51, 196
라차, 92, 178
타다, 85, 162
아자, 83, 167
차사, 44, 174
파나, 99, 185
사사, 66, 195
가자, 99, 162
사라, 99, 143
차다, 96, 176
다자, 42, 166
나나, 90, 190
타라, 99, 196
다차, 52, 182
가가, 48, 141
하자, 99, 193
자사, 91, 145
차타, 43, 145
차가, 94, 164
타바, 65, 183
차아, 81, 162
자아, 64, 198
사타, 72, 164
자가, 49, 182
다하, 86, 166
아아, 55, 155
차하, 80, 169
아나, 87, 141
나자, 77, 152
마라, 52, 141
하다, 67, 187
사하, 45, 193
사가, 47, 193
가아, 95, 185
타다, 91, 151
아타, 71, 152
바파, 85, 155
바마, 99, 178
바자, 62, 192
자마, 67, 179
사타, 52, 165
하카, 75, 158
아마, 80, 182
라바, 55, 143
하차, 95, 177
바하, 51, 197
나아, 78, 141
다마, 72, 156
아타, 83, 142
마아, 85, 142
바카, 74, 177
아사, 66, 154
파카, 96, 156
차파, 90, 190
나가, 62, 173
바카, 71, 145
파파, 80, 154
자차, 93, 193
타바, 90, 170
가타, 43, 167
사자, 87, 167
아자, 97, 161
마다, 65, 157
파나, 88, 153
다차, 72, 192
다바, 63, 141
하라, 87, 172
라다, 59, 199
다사, 41, 177
마라, 73, 146
바카, 75, 197
다자, 86, 140
가자, 80, 143
가라, 65, 157
마다, 55, 145
차타, 76, 182
마마, 76, 144
자바, 53, 175
카하, 42, 148
가사, 67, 144
라다, 98, 156
가하, 52, 160
사카, 64, 158
카가, 49, 181
타가, 79, 146
나자, 90, 191
라하, 43, 158
하아, 87, 175
차아, 48, 172
아차, 54, 152
다파, 77, 147
라타, 60, 193
사사, 94, 157
나마, 45, 198
타파, 93, 163
아파, 51, 152
타파, 84, 156
파라, 72, 167
타카, 60, 151
나바, 60, 163
아라, 84, 158
카나, 64, 166
다마, 49, 196
파사, 68, 162
바자, 45, 196
카다, 88, 164
타마, 56, 191
사파, 79, 140
마마, 44, 195
카가, 43, 157
하다, 63, 187
아사, 48, 172
가사, 97, 183
가차, 61, 141
차타, 77, 165
카하, 67, 145
라차, 91, 152
자마, 91, 197
다파, 84, 170
가바, 55, 159
카라, 84, 183
하파, 42, 198
차바, 66, 151
차다, 70, 195
사사, 74, 186
카나, 85, 148
마하, 55, 144
마하, 98, 186
카마, 50, 192
자마, 49, 174
카타, 51, 188
파카, 62, 174
카마, 64, 154
하라, 90, 175
마라, 82, 172
카아, 75, 149
하파, 97, 156
마마, 70, 142
라라, 60, 178
바차, 52, 156
카라, 93, 168
다파, 51, 141
하라, 88, 166
나사, 48, 175
아하, 65, 191
라사, 98, 163
타사, 54, 162
파아, 96, 169
타타, 42, 148
차타, 88, 174
다자, 54, 168
자타, 98, 169
파카, 72, 197
아파, 50, 155
바카, 51, 176
차카, 64, 159
타바, 49, 184
파차, 48, 161
마자, 62, 145
타차, 72, 155
타바, 65, 158
하카, 73, 190
자타, 60, 164
다파, 57, 162
타라, 48, 181
라다, 60, 165
차사, 80, 165
라하, 63, 158
자카, 52, 196
자차, 96, 185
라나, 99, 147
라다, 44, 141
가아, 78, 179
자자, 67, 187
아차, 57, 199
다마, 40, 196
사마, 53, 149
가가, 59, 182
다나, 96, 180
가아, 82, 166
차파, 80, 185
차라, 62, 142
파다, 46, 196
다파, 68, 189
다나, 46, 185
카다, 41, 144
타다, 68, 183
라가, 63, 152
타하, 65, 184
나하, 57, 150
타카, 47, 152
차아, 44, 167
다가, 72, 143
사마, 98, 193
라나, 50, 141
바가, 52, 168
타아, 56, 154
가아, 44, 155
파하, 52, 162
카하, 58, 151
바마, 54, 175
마다, 41, 168
아카, 73, 163
아아, 84, 167
자타, 58, 166
파라, 51, 185
바파, 43, 199
하아, 69, 144
바차, 56, 186
하바, 76, 158
파바, 75, 145
파하, 66, 149
마라, 91, 173
사나, 49, 170
타카, 68, 169
파라, 74, 187
하타, 63, 164
마사, 70, 151
파다, 92, 199
카자, 71, 166
라차, 49, 189
사자, 69, 184
자차, 66, 177
아카, 61, 159
나타, 62, 181
하라, 95, 171
나하, 89, 155
가사, 44, 193
차차, 80, 182
가바, 88, 161
사가, 93, 156
가사, 62, 173
타가, 72, 140
사마, 50, 177
자바, 58, 161
자가, 77, 198
가카, 86, 144
파다, 56, 140
라자, 54, 174
사카, 58, 173
라바, 64, 176
나가, 57, 144
가라, 94, 192
하나, 96, 145
카라, 63, 165
하카, 96, 154
사카, 54, 149
바가, 72, 154
마마, 58, 146
차카, 42, 148
라파, 47, 196
차사, 47, 160
차타, 64, 170
자마, 82, 183
차차, 75, 197
차카, 66, 156
가바, 71, 161
마바, 82, 152
타가, 54, 183
카나, 83, 150
파가, 54, 149
마타, 84, 199
타하, 98, 195
차파, 47, 173
하차, 52, 173
나하, 75, 158
가파, 82, 167
타카, 95, 176
사바, 41, 190
나타, 95, 187
가차, 68, 199
마사, 87, 147
카나, 46, 166
파차, 46, 176
나바, 94, 177
카마, 49, 144
파카, 76, 153
하나, 55, 160
아하, 46, 188
파사, 98, 145
차하, 56, 152
파라, 71, 155
라하, 42, 153
카다, 43, 199
카바, 51, 181
바파, 62, 143
카타, 53, 142
하나, 87, 177
차차, 70, 179
마다, 62, 146
타다, 80, 152
마하, 52, 160
다카, 93, 148
아차, 40, 181
라다, 83, 157
아아, 83, 172
타파, 59, 151
파카, 55, 195
바다, 72, 180
가다, 83, 182
나차, 52, 184
다사, 43, 176
가파, 60, 159
아라, 68, 165
아하, 71, 150
하자, 89, 186
카차, 80, 175
카자, 68, 189
나타, 64, 157
가바, 56, 184
사다, 49, 167
카차, 62, 170
다차, 76, 189
사타, 53, 143
차파, 68, 169
아자, 60, 161
나가, 43, 145
카가, 84, 156
다가, 88, 158
라바, 56, 196
가다, 85, 176
아자, 79, 180
자바, 85, 151
차차, 86, 146
파마, 92, 176
파나, 52, 177
가아, 46, 152
가하, 78, 174
차타, 61, 196
카카, 89, 181
바자, 69, 147
파바, 46, 162
바자, 43, 188
카타, 84, 199
하가, 91, 186
마다, 40, 160
파카, 97, 169
사나, 93, 197
라하, 77, 194
카라, 53, 167
바타, 56, 191
마하, 92, 179
마바, 54, 178
마마, 93, 158
라사, 48, 156
라나, 96, 143
타사, 45, 190
라아, 85, 186
바나, 71, 153
다바, 64, 188
사파, 76, 186
타자, 73, 143
마하, 63, 190
타사, 62, 199
바사, 45, 140
아타, 80, 194
사카, 52, 172
나하, 99, 151
가카, 88, 186
바사, 96, 197
하카, 67, 189
다가, 99, 183
자다, 78, 154
타사, 54, 195
라카, 61, 182
마자, 60, 176
다다, 67, 166
자카, 50, 142
다라, 64, 176
라가, 86, 146
라나, 72, 142
타하, 87, 153
나마, 60, 171
나다, 75, 180
다다, 92, 155
가파, 80, 164
다다, 85, 178
타자, 41, 172
라라, 72, 190
파사, 57, 156
가하, 74, 153
하나, 44, 152
파카, 47, 141
가타, 84, 190
자타, 64, 160
라나, 99, 191
다마, 89, 141
타하, 66, 154
바타, 73, 178
라아, 97, 177
다가, 68, 187
카카, 77, 183
타가, 68, 160
라카, 68, 143
마하, 53, 161
하가, 91, 164
차파, 48, 183
가다, 44, 158
사카, 58, 184
하차, 71, 166
파사, 56, 147
사타, 97, 159
다가, 76, 197
바바, 91, 146
사가, 90, 148
차타, 98, 150
가아, 98, 156
바나, 59, 161
가바, 44, 192
라타, 65, 164
마하, 52, 194
타파, 91, 184
가차, 43, 174
라파, 82, 168
타차, 98, 170
가마, 73, 144
차다, 43, 195
하사, 80, 146
가가, 78, 140
아사, 82, 186
카라, 41, 166
타나, 89, 173
타가, 91, 169
차카, 94, 183
다차, 96, 175
타타, 85, 198
나아, 59, 171
타다, 89, 163
차파, 51, 143
차라, 63, 190
아가, 52, 166
가사, 49, 191
타아, 57, 150
마자, 56, 189
파나, 51, 156
자자, 97, 190
나바, 60, 141
파나, 94, 148
자사, 75, 144
타카, 61, 142
카나, 89, 183
타아, 50, 141
가타, 64, 164
카자, 60, 166
라라, 85, 182
바파, 59, 150
사파, 42, 146
사가, 41, 169
사파, 88, 182
나마, 98, 184
자카, 84, 165
나차, 41, 172
카다, 72, 197
바나, 54, 172
사사, 80, 163
다차, 63, 192
하마, 86, 141
나다, 88, 140
파라, 98, 185
가가, 91, 167
파자, 44, 161
하카, 94, 155
마카, 52, 160
카타, 65, 151
라카, 58, 199
차타, 53, 145
가차, 45, 141
나사, 60, 164
타바, 65, 172
자다, 59, 158
가파, 88, 169
가하, 94, 182
가마, 66, 176
마타, 83, 142
마바, 70, 191
바타, 67, 175
사아, 50, 160
차파, 82, 189
바라, 71, 140
차카, 93, 179
하다, 71, 197
자하, 72, 150
다자, 95, 169
차카, 66, 183
파바, 43, 182
다파, 82, 168
나마, 55, 191
파카, 44, 163
라가, 51, 174
사마, 56, 198
마마, 44, 149
라차, 43, 182
마마, 48, 171
나바, 60, 151
사바, 67, 178
가사, 46, 193
다타, 94, 188
나차, 64, 176
자라, 94, 162
나차, 89, 153
다마, 81, 154
자타, 41, 155
가타, 58, 191
바타, 84, 154
사나, 77, 199
사차, 68, 180
다나, 62, 155
아마, 90, 164
파카, 74, 192
타카, 87, 195
자타, 98, 164
파파, 50, 168
카타, 54, 179
차마, 52, 195
사마, 68, 198
마라, 53, 144
다나, 41, 197
카카, 77, 146
타아, 44, 180
타카, 61, 182
라차, 60, 195
아사, 40, 195
나타, 55, 164
마하, 81, 148
파마, 78, 170
라아, 92, 178
카가, 86, 169
카타, 78, 169
타마, 45, 154
파다, 75, 198
가나, 76, 187
다파, 73, 194
차나, 64, 177
라타, 73, 142
타바, 60, 176
차차, 91, 184
다마, 70, 185
파나, 55, 171
바다, 90, 158
나마, 94, 148
사카, 86, 150
자가, 57, 151
라사, 42, 160
파자, 92, 154
자카, 57, 178
타마, 41, 195
파가, 92, 167
하사, 80, 193
파바, 90, 158
카카, 90, 191
사마, 97, 143
자타, 72, 191
카마, 65, 180
다다, 82, 191
바다, 47, 158
타아, 66, 186
라다, 54, 155
차자, 77, 157
마아, 64, 180
다마, 98, 153
아파, 78, 196
사사, 85, 193
다아, 58, 170
나파, 62, 198
가파, 52, 158
타라, 61, 144
라바, 99, 193
자카, 58, 162
자바, 78, 165
아사, 86, 166
차카, 52, 150
아바, 53, 190
다자, 95, 192
타나, 94, 189
하타, 70, 195
파다, 79, 182
카아, 94, 151
차바, 92, 162
하타, 92, 174
하마, 44, 185
타하, 82, 140
다마, 72, 167
다바, 86, 154
사가, 71, 193
다나, 74, 184
가차, 69, 194
나마, 96, 179
카가, 92, 196
파하, 40, 171
나바, 85, 179
파다, 54, 158
가가, 62, 193
카파, 45, 151
자타, 88, 191
차라, 97, 182
다타, 79, 177
나하, 56, 180
가다, 77, 142
차자, 82, 163
아하, 71, 168
마마, 44, 144
다마, 83, 156
라나, 87, 190
자마, 61, 191
나파, 86, 194
바카, 61, 195
라라, 46, 142
가가, 73, 191
파파, 97, 172
다가, 65, 170
사자, 43, 143
라카, 82, 194
파다, 75, 148
라카, 93, 173
나마, 54, 144
하라, 68, 195
나라, 94, 192
바자, 46, 192
라자, 73, 177
자바, 67, 162
아가, 70, 152
카자, 58, 195
마다, 79, 162
아카, 40, 163
라타, 90, 197
카라, 89, 189
사라, 41, 178
아하, 57, 153
자카, 81, 192
카다, 76, 180
하마, 89, 145
바가, 49, 169
차다, 46, 154
라아, 79, 178
자가, 93, 150
가가, 81, 182
카카, 65, 184
